CVE_ID,State,Date_Published,Date_Updated,Vendor,Product,Affected_Version,Description,References
CVE-1999-1473,PUBLISHED,2002-03-09T05:00:00,2024-08-01T17:18:07.466Z,n/a,n/a,n/a,"When a Web site redirects the browser to another site, Internet Explorer 3.02 and 4.0 automatically resends authentication information to the second site, aka the ""Page Redirect Issue.""",http://www.osvdb.org/7818|http://www.iss.net/security_center/static/7426.php|http://support.microsoft.com/support/kb/articles/q176/6/97.asp
